tweet_id,retweet_count,favorite_count
714141408463036416,1346,4181
714214115368108032,836,2202
714251586676113411,802,3167
714258258790387713,702,2932
714606013974974464,884,3509
714631576617938945,950,3170
714957620017307648,1353,4007
714982300363173890,994,3594
715009755312439296,1175,4009
715200624753819648,1793,4975
715220193576927233,622,2340
715342466308784130,662,2944
715360349751484417,1502,5289
715680795826982913,1539,4145
715696743237730304,1241,3777
715733265223708672,1621,4514
715928423106027520,844,3083
716080869887381504,1827,6549
716285507865542656,1009,2682
716439118184652801,201,2303
716791146589110272,1513,7935
716802964044845056,1124,4144
717009362452090881,923,3125
717047459982213120,1844,6065
717421804990701568,804,3052
717537687239008257,1768,5587
717790033953034240,1055,2775
717841801130979328,574,2371
718234618122661888,949,3740
718246886998687744,477,1845
718454725339934721,1451,4693
718460005985447936,504,2601
718540630683709445,969,2361
718613305783398402,460,2354
718631497683582976,7685,18215
718939241951195136,1678,5075
718971898235854848,1037,3363
719332531645071360,912,3322
719339463458033665,1181,4296
719367763014393856,715,2699
719551379208073216,1813,4882
719704490224398336,1368,4389
719991154352222208,1673,4669
720043174954147842,1926,4756
720059472081784833,1075,3729
720340705894408192,937,2764
720389942216527872,2400,6146
720415127506415616,1443,3994
720775346191278080,633,2375
720785406564900865,737,3002
721001180231503872,587,2448
721503162398597120,1750,4459
722613351520608256,1568,4816
722974582966214656,1505,3960
723179728551723008,1786,5121
723673163800948736,851,2924
723688335806480385,2813,7394
723912936180330496,1180,3760
724004602748780546,1478,4050
724046343203856385,536,2571
724049859469295616,1708,4199
724405726123311104,1592,5118
724771698126512129,607,2261
724983749226668032,1247,3619
725729321944506368,1707,5033
725786712245440512,1319,4036
725842289046749185,2559,6850
726224900189511680,1099,4280
726828223124897792,965,3451
726887082820554753,1451,3700
726935089318363137,2334,6639
727175381690781696,1333,3785
727286334147182592,784,2950
727314416056803329,714,3221
727524757080539137,1165,4326
727644517743104000,1677,5664
727685679342333952,612,2865
728015554473250816,1056,3987
728035342121635841,1606,4398
728046963732717569,1156,4150
728387165835677696,922,3587
728409960103686147,1913,4735
728653952833728512,999,3211
728751179681943552,649,2672
728760639972315136,1633,4511
728986383096946689,784,3039
729113531270991872,305,1821
729463711119904772,2217,5589
729823566028484608,1191,3839
729838605770891264,365,1675
729854734790754305,1078,3900
730196704625098752,1801,4687
730211855403241472,1020,3693
730427201120833536,998,3373
730573383004487680,2052,4724
730924654643314689,1903,5949
731156023742988288,1220,3720
731285275100512256,964,3383
732005617171337216,5163,14365
732375214819057664,2408,7812
732585889486888962,751,3537
732726085725589504,856,3443
732732193018155009,514,2354
733109485275860992,16432,51676
733460102733135873,1223,4041
733482008106668032,908,3022
733822306246479872,984,3550
733828123016450049,751,3465
734776360183431168,513,2421
734787690684657664,6057,12125
734912297295085568,509,2662
735137028879360001,935,3034
735256018284875776,846,3224
735274964362878976,4827,12611
735635087207878657,2258,5959
735648611367784448,1061,3916
735991953473572864,1103,3473
736010884653420544,2860,7623
736225175608430592,2681,7840
736365877722001409,1189,3849
736736130620620800,1657,4106
737310737551491075,7142,14183
737322739594330112,776,3484
737445876994609152,4276,9907
737678689543020544,1264,4874
737800304142471168,3333,9681
737826014890496000,1700,5105
738156290900254721,618,2421
738166403467907072,3209,8481
738184450748633089,1171,4200
738402415918125056,790,3165
738537504001953792,1476,4927
738883359779196928,759,3207
738885046782832640,1103,3657
739238157791694849,55845,112196
739485634323156992,2812,6926
739544079319588864,20394,38233
739606147276148736,1593,5235
739844404073074688,829,3688
739932936087216128,1040,3935
739979191639244800,5692,19351
740214038584557568,1895,6487
740359016048689152,830,3197
740365076218183684,416,2380
740373189193256964,12853,33962
740676976021798912,6576,17606
740699697422163968,746,2763
740711788199743490,907,3305
740995100998766593,2613,6156
741067306818797568,2972,9249
741303864243200000,3086,8523
741438259667034112,787,3586
741743634094141440,2643,7925
741793263812808706,1452,4415
742150209887731712,1491,4957
742161199639494656,1318,4190
742385895052087300,1892,6600
742423170473463808,3602,9533
742465774154047488,3774,7048
742528092657332225,1888,4289
743210557239623680,1314,3729
743222593470234624,1845,6018
743253157753532416,1180,4110
743510151680958465,3599,7709
743545585370791937,909,3433
743595368194129920,6297,17789
743609206067040256,1338,4347
743895849529389061,933,3557
743980027717509120,1056,4056
744234799360020481,74997,151730
744334592493166593,2025,6582
744709971296780288,1507,5446
744971049620602880,2597,7664
744995568523612160,593,2884
745057283344719872,2167,7042
745314880350101504,2655,6961
745422732645535745,2341,8339
745433870967832576,2461,6883
745712589599014916,2243,6809
745789745784041472,1025,3913
746056683365994496,786,3473
746131877086527488,2111,6709
746369468511756288,1580,6025
746507379341139972,1053,4539
746726898085036033,1737,5886
746790600704425984,1545,4739
746818907684614144,1685,5176
746872823977771008,2067,5822
746906459439529985,285,2827
747103485104099331,3823,9291
747204161125646336,882,3275
747219827526344708,1513,5117
747461612269887489,1012,3768
747512671126323200,1560,5376
747594051852075008,1017,3570
747600769478692864,543,2270
747816857231626240,1125,4719
747844099428986880,722,2742
747885874273214464,938,2857
747933425676525569,2468,6445
747963614829678593,2077,5633
748307329658011649,693,3596
748324050481647620,731,3591
748346686624440324,1193,5088
748568946752774144,650,2149
748575535303884801,1923,5912
748692773788876800,1296,4143
748699167502000129,1536,4630
748705597323898880,922,2706
748932637671223296,2178,5656
748977405889503236,3289,10502
749036806121881602,769,3018
749064354620928000,1481,4682
749317047558017024,2174,5359
749395845976588288,3325,8341
749403093750648834,514,2544
749417653287129088,1593,5950
749774190421639168,1282,4558
749981277374128128,2394,4984
749996283729883136,797,2983
750011400160841729,877,3154
750026558547456000,762,2654
750041628174217216,592,3091
750056684286914561,871,3080
750071704093859840,3217,7637
750086836815486976,516,2117
750101899009982464,817,2966
750117059602808832,1272,4234
750132105863102464,1253,3521
750147208377409536,931,3024
750383411068534784,1113,4448
750429297815552001,4141,12856
750506206503038976,1117,4346
750719632563142656,4861,12847
750868782890057730,1319,4657
751132876104687617,1262,4939
751205363882532864,1759,6163
751251247299190784,5709,12225
751456908746354688,977,3145
751538714308972544,1223,4917
751583847268179968,1068,4286
751598357617971201,2952,7753
751830394383790080,1888,5686
751937170840121344,1274,5057
752173152931807232,1773,5816
752309394570878976,15714,0
752334515931054080,1068,3734
752519690950500352,3351,7202
752660715232722944,1511,4274
752682090207055872,1547,5861
752917284578922496,1528,6776
753026973505581056,935,3830
753294487569522689,1012,3283
753375668877008896,2257,7456
753398408988139520,1854,5612
753420520834629632,3449,7712
753655901052166144,2118,5711
754120377874386944,2286,7718
754449512966619136,717,3658
754482103782404096,1898,5164
754747087846248448,502,2531
754856583969079297,2442,6737
754874841593970688,7676,0
755110668769038337,10796,20711
755206590534418437,5197,16085
755955933503782912,2796,7135
756275833623502848,1493,6255
756288534030475264,17200,43065
756303284449767430,1079,3848
756526248105566208,3482,10181
756651752796094464,1259,4929
756939218950160384,1943,6486
756998049151549440,1928,6140
757354760399941633,1383,4420
757393109802180609,1688,5680
757400162377592832,6655,14809
757596066325864448,1028,4238
757597904299253760,292,0
757611664640446465,1067,4471
757725642876129280,1181,4449
757729163776290825,7670,0
757741869644341248,3165,6723
758041019896193024,365,2639
758355060040593408,1034,3315
758405701903519748,1855,5096
758467244762497024,2160,4693
758474966123810816,971,3715
758740312047005698,1578,5619
758828659922702336,3753,10976
758854675097526272,877,3474
759047813560868866,1948,6342
759099523532779520,4043,14204
759159934323924993,1128,0
759197388317847553,1895,5954
759447681597108224,2395,8315
759557299618865152,1160,4580
759793422261743616,1852,5827
759846353224826880,1916,6596
759923798737051648,5494,14391
760190180481531904,1749,5578
760252756032651264,847,3871
760290219849637889,11179,26240
760539183865880579,3528,7418
760641137271070720,1263,4877
760656994973933572,1855,6449
760893934457552897,945,3740
761004547850530816,3389,11119
761227390836215808,1522,5220
761292947749015552,1059,4394
761334018830917632,1423,5086
761371037149827077,17619,0
761599872357261312,1161,4048
761672994376806400,28336,48419
761745352076779520,840,4194
761750502866649088,3814,0
761976711479193600,1951,5293
762035686371364864,15148,31207
762316489655476224,1084,4705
762464539388485633,4058,10093
762471784394268675,6242,10998
762699858130116608,3518,11886
763103485927849985,2253,7235
763183847194451968,1438,5280
763837565564780549,4044,12306
764259802650378240,1469,5901
764857477905154048,1737,6332
765222098633691136,3307,11418
765371061932261376,2120,6930
765395769549590528,3311,26174
765669560888528897,1205,5092
765719909049503744,2109,7102
766008592277377025,488,3678
766069199026450432,832,4143
766078092750233600,2559,0
766313316352462849,1841,6662
766423258543644672,1539,5884
766693177336135680,776,3938
766793450729734144,1331,4956
767122157629476866,2795,9992
767191397493538821,3670,12076
767500508068192258,2287,7371
767754930266464257,5264,15719
767884188863397888,1349,4663
768193404517830656,3460,10671
768473857036525572,3329,13379
768596291618299904,1248,4946
768609597686943744,1169,4041
768855141948723200,867,4101
768970937022709760,6354,14062
769212283578875904,1673,5289
769695466921623552,1644,6312
769940425801170949,9308,30715
770069151037685760,2248,7460
770093767776997377,2972,0
770293558247038976,1432,6115
770414278348247044,2050,6228
770655142660169732,1738,7216
770772759874076672,1389,5093
770787852854652928,1178,4843
771014301343748096,1618,6757
771102124360998913,1404,6129
771136648247640064,2856,8998
771171053431250945,7264,0
771380798096281600,4948,10301
771500966810099713,2556,8134
771770456517009408,3290,11792
772102971039580160,918,3940
772114945936949249,459,2685
772117678702071809,721,3710
772152991789019136,1110,3748
772193107915964416,1354,5921
772581559778025472,1665,6376
772615324260794368,3307,0
772826264096874500,2309,7903
772877495989305348,3790,8407
773191612633579521,4035,9835
773247561583001600,3194,9310
773308824254029826,7317,22913
773547596996571136,6006,21767
773670353721753600,1284,5270
773704687002451968,1594,6489
773922284943896577,1714,6302
773985732834758656,3771,10564
774314403806253056,5401,21435
774639387460112384,1693,6630
774757898236878852,1749,8470
775085132600442880,4627,15301
775364825476165632,2897,7276
775729183532220416,4508,12806
775733305207554048,3914,13679
775842724423557120,2602,11517
775898661951791106,16432,0
776088319444877312,147,1810
776113305656188928,4280,11588
776201521193218049,2471,9458
776218204058357768,15497,29413
776477788987613185,2715,8681
776813020089548800,1182,4806
776819012571455488,13409,0
777189768882946048,4227,14034
777621514455814149,2465,8603
777641927919427584,4141,0
777684233540206592,2875,11073
777885040357281792,1596,6264
778027034220126208,1572,6464
778039087836069888,2589,8378
778286810187399168,3235,10233
778383385161035776,1077,5742
778396591732486144,11986,0
778408200802557953,4242,13431
778624900596654080,992,4553
778650543019483137,1469,5683
778748913645780993,1279,6793
778990705243029504,7038,19677
779056095788752897,4438,14563
779377524342161408,3055,8655
779834332596887552,6899,18610
780192070812196864,2198,8580
780459368902959104,1057,5224
780476555013349377,109,0
780496263422808064,3602,0
780543529827336192,1716,6223
780601303617732608,3301,11957
780800785462489090,1276,5416
780858289093574656,1968,7098
780931614150983680,7163,21345
781163403222056960,2714,9694
781251288990355457,2043,8312
781524693396357120,5466,20517
781661882474196992,2675,10323
781955203444699136,3317,11010
782021823840026624,6095,0
782305867769217024,5446,16470
782598640137187329,1841,7711
782722598790725632,5303,17071
782747134529531904,1389,7386
782969140009107456,7250,23874
783085703974514689,2160,8075
783334639985389568,11494,28793
783347506784731136,5451,0
783391753726550016,5366,16717
783466772167098368,2200,8356
783695101801398276,3168,10358
783821107061198850,1933,7287
783839966405230592,10625,29660
784431430411685888,1253,5664
784517518371221505,2485,8880
784826020293709826,3196,10009
785170936622350336,4751,11900
785264754247995392,1596,7197
785533386513321988,1963,9009
785639753186217984,2208,7787
785872687017132033,1779,6635
785927819176054784,3142,11282
786036967502913536,6899,0
786233965241827333,4649,15090
786363235746385920,3430,10786
786595970293370880,3092,9367
786664955043049472,2505,10503
786709082849828864,6040,18081
786963064373534720,7866,26407
787322443945877504,1721,7716
787397959788929025,2814,10800
787717603741622272,2747,10174
787810552592695296,3010,8540
788039637453406209,1290,6077
788070120937619456,3389,0
788150585577050112,1257,6069
788178268662984705,2071,7164
788412144018661376,5200,15406
788765914992902144,10167,27078
788908386943430656,12344,27219
789137962068021249,2756,9635
789268448748703744,2575,9041
789530877013393408,3341,11623
789599242079838210,1898,6678
789628658055020548,1742,7421
789986466051088384,2282,9177
790277117346975746,3138,12454
790337589677002753,1863,7763
790581949425475584,7043,20506
790698755171364864,1900,8149
790723298204217344,2282,0
790946055508652032,4633,16549
790987426131050500,2107,9749
791026214425268224,4044,0
791312159183634433,2503,8691
791406955684368384,4062,13052
791672322847637504,3098,11667
792050063153438720,1768,7092
792394556390137856,4258,13309
792773781206999040,1655,7301
792883833364439040,4226,11213
792913359805018113,3931,14199
793120401413079041,3882,12552
793135492858580992,2470,6357
793150605191548928,1684,6135
793165685325201412,2753,9320
793180763617361921,1981,6885
793195938047070209,5561,15139
793210959003287553,2764,8860
793226087023144960,2849,9747
793241302385262592,3257,10441
793256262322548741,8253,19851
793271401113350145,2369,8634
793286476301799424,9055,24407
793500921481273345,2351,10598
793601777308463104,1598,7923
793614319594401792,3098,0
793845145112371200,1833,9157
793962221541933056,4834,16695
794205286408003585,3285,9169
794332329137291264,2652,9539
794355576146903043,10167,0
794926597468000259,2292,10157
794983741416415232,3341,0
795076730285391872,5382,16075
795400264262053889,2833,9962
795464331001561088,23317,49173
796031486298386433,3679,10722
796080075804475393,2280,8398
796116448414461957,2390,9028
796149749086875649,14120,32000
796177847564038144,14120,0
796387464403357696,4094,10918
796484825502875648,1736,7524
796759840936919040,3001,11728
796865951799083009,1897,7628
797236660651966464,6492,19777
797545162159308800,4823,14456
797971864723324932,3076,11499
798209839306514432,2527,10343
798340744599797760,3290,0
798628517273620480,1961,0
798644042770751489,1834,0
798665375516884993,3875,0
798673117451325440,5502,0
798694562394996736,4895,0
798697898615730177,6463,0
798925684722855936,1429,7468
798933969379225600,4401,12990
799063482566066176,2455,8028
799297110730567681,2721,9809
799422933579902976,1908,8011
799757965289017345,2140,8335
799774291445383169,4627,0
800018252395122689,13006,28137
800141422401830912,2518,15172
800388270626521089,2779,11087
800443802682937345,4280,0
800459316964663297,2153,9443
800513324630806528,2960,13038
800751577355128832,2766,10513
801115127852503040,2081,8011
801167903437357056,5838,24279
801285448605831168,808,6005
801538201127157760,2043,8176
801958328846974976,1708,7696
802239329049477120,2596,9031
802265048156610565,1363,6881
802323869084381190,5768,16064
802572683846291456,2480,8885
802624713319034886,2875,0
802952499103731712,1975,8954
803276597545603072,2429,9957
803380650405482500,1857,7715
803638050916102144,4103,10859
803692223237865472,7345,0
803773340896923648,2707,9980
804026241225523202,15908,44071
804413760345620481,3196,0
804738756058218496,3784,13598
805207613751304193,1699,7798
805487436403003392,2492,8739
805520635690676224,1642,5714
805826884734976000,1797,6509
805932879469572096,1901,8230
805958939288408065,5303,0
806219024703037440,1182,6402
806242860592926720,11494,0
806542213899489280,2334,10138
806629075125202948,34168,73956
807010152071229440,3823,13002
807059379405148160,7250,0
807106840509214720,54675,117148
807621403335917568,3570,14466
808001312164028416,3499,12440
808106460588765185,2186,8746
808134635716833280,5838,0
808501579447930884,2577,11221
808733504066486276,2136,7838
808838249661788160,2998,10040
809084759137812480,3488,13119
809220051211603969,5515,19742
809448704142938112,1443,6889
809808892968534016,4834,0
809920764300447744,3886,15434
810254108431155201,3329,14567
810284430598270976,11089,34880
810657578271330305,2606,10870
810896069567610880,1744,8924
810984652412424192,1416,5281
811386762094317568,6299,20751
811627233043480576,3029,12641
811744202451197953,1566,7475
811985624773361665,1382,7212
812372279581671427,3620,13543
812466873996607488,1911,7902
812503143955202048,1200,5998
812709060537683968,1423,6560
812781120811126785,1880,7487
813051746834595840,7273,20774
813066809284972545,1921,7865
813081950185472002,2754,9823
813096984823349248,3585,10480
813112105746448384,2697,10216
813127251579564032,3068,11706
813142292504645637,2355,8410
813157409116065792,2173,7697
813172488309972993,1900,9175
813187593374461952,4288,19654
813202720496779264,1794,9148
813217897535406080,7190,18459
813800681631023104,1727,8237
813812741911748608,13756,36078
813910438903693312,1831,9224
813944609378369540,3138,0
814153002265309185,8540,28447
814530161257443328,1836,8542
814638523311648768,2655,11151
814986499976527872,1256,7566
815390420867969024,3753,10250
815639385530101762,1622,8135
815736392542261248,2227,9737
815966073409433600,8313,22135
815990720817401858,999,4885
816014286006976512,5163,0
816091915477250048,2092,8833
816336735214911488,1913,8498
816450570814898180,7910,30048
816697700272001025,2150,9671
816816676327063552,2005,9890
816829038950027264,4633,0
817056546584727552,1613,8489
817120970343411712,2552,12088
817171292965273600,1988,8669
817181837579653120,8313,0
817415592588222464,931,5531
817423860136083457,14400,33334
817536400337801217,2900,11636
817777686764523521,2634,10630
817827839487737858,26598,50964
818145370475810820,2510,12122
818259473185828864,2205,10880
818536468981415936,2399,10739
818588835076603904,6006,0
818614493328580609,2490,9712
818627210458333184,7420,22144
819004803107983360,36305,85941
819006400881917954,18685,44788
819015331746349057,18685,0
819015337530290176,36305,0
819227688460238848,6587,22780
819347104292290561,1175,7125
819588359383371776,1962,9536
819711362133872643,3054,13201
819924195358416896,4799,12775
819952236453363712,1149,5256
820078625395449857,6164,19542
820314633777061888,553,3306
820446719150292993,2518,0
820690176645140481,3165,12062
820749716845686786,9679,31137
821044531881721856,2224,12502
821107785811234820,2087,9468
821149554670182400,1922,8508
821407182352777218,4234,11593
821522889702862852,1713,7935
821765923262631936,1623,8290
821813639212650496,3301,0
821886076407029760,2256,11156
822244816520155136,9660,34472
822462944365645825,13939,27503
822489057087389700,6258,17852
822610361945911296,2886,14598
822647212903690241,6258,0
822859134160621569,2222,13062
822872901745569793,42192,129476
822975315408461824,3370,17074
823269594223824897,9660,0
823322678127919110,3924,15508
823581115634085888,2570,12816
823699002998870016,2465,13770
823939628516474880,2647,10464
824297048279236611,3769,14821
824325613288833024,10343,11643
824663926340194305,1728,10370
824775126675836928,3422,14674
824796380199809024,5382,0
825026590719483904,1213,6182
825147591692263424,4426,18005
825535076884762624,17185,55999
825829644528148480,2435,12533
825876512159186944,1817,10310
826115272272650244,3029,15378
826204788643753985,899,4794
826240494070030336,2547,13055
826476773533745153,4084,18097
826598365270007810,2281,9848
826848821049180160,9888,35623
826958653328592898,4865,21197
827199976799354881,2169,10393
827324948884643840,2951,15553
827600520311402496,913,7345
827653905312006145,2939,15228
827933404142436356,5108,19704
828011680017821696,2099,10172
828046555563323392,2799,11546
828372645993398273,2853,12367
828376505180889089,1042,7257
828381636999917570,2166,12374
828408677031882754,1248,7546
828409743546925057,1130,6236
828650029636317184,1295,9341
828708714936930305,10894,35816
828770345708580865,5701,25117
829011960981237760,15917,52303
829141528400556032,7131,23919
829449946868879360,1954,10277
829501995190984704,10317,31133
829861396166877184,1879,12029
829878982036299777,4865,0
830097400375152640,2851,9594
830583320585068544,16285,65436
830956169170665475,1452,7839
831262627380748289,1985,11672
831309418084069378,2396,11551
831315979191906304,1088,6413
831322785565769729,1507,9104
831552930092285952,2261,8795
831650051525054464,1863,6979
831670449226514432,1765,10234
831911600680497154,6311,27008
831939777352105988,5961,23486
832032802820481025,4533,17513
832040443403784192,9308,0
832215726631055365,9055,0
832273440279240704,2265,11118
832369877331693569,3101,16826
832397543355072512,2148,11746
832636094638288896,2698,15545
832757312314028032,3509,16517
832769181346996225,38,0
832998151111966721,2125,12985
833124694597443584,4710,19788
833479644947025920,1976,14572
833722901757046785,3135,20420
833826103416520705,3659,17721
833863086058651648,2332,13167
834086379323871233,2139,12791
834167344700198914,3550,15497
834209720923721728,4599,20097
834458053273591808,1621,9422
834574053763584002,2440,13359
834786237630337024,5352,20971
834931633769889797,1573,10552
835152434251116546,2903,21858
835172783151792128,5576,25573
835264098648616962,1631,7545
835297930240217089,2900,16126
835574547218894849,3497,17405
836001077879255040,4125,18635
836260088725786625,4168,20837
836380477523124226,2893,14442
836677758902222849,2149,12338
836753516572119041,4491,18897
836989968035819520,2228,12452
837110210464448512,2282,15661
837471256429613056,2181,12487
837482249356513284,427,3765
837820167694528512,7568,33222
838083903487373313,3002,17191
838476387338051585,4580,21903
838561493054533637,1281,10701
838916489579200512,33,0
838921590096166913,1963,10850
839239871831150596,6276,26386
839290600511926273,138,0
839549326359670784,7469,26709
839990271299457024,2185,13076
840268004936019968,5515,18720
840370681858686976,4377,15983
840632337062862849,1687,8741
840696689258311684,932,11945
841077006473256960,5103,22218
841314665196081154,4457,15392
841439858740625411,3523,12270
841680585030541313,7519,25050
841833993020538882,14400,0
842115215311396866,2893,13575
842163532590374912,5534,23718
842535590457499648,3370,17609
842765311967449089,1208,6522
842846295480000512,3481,14845
843235543001513987,5741,20844
843604394117681152,2615,16383
843856843873095681,4408,20806
844223788422217728,2082,13229
844580511645339650,2975,15935
844973813909606400,3033,14555
844979544864018432,2433,13204
845306882940190720,5137,22562
845397057150107648,1699,7361
845677943972139009,4597,24375
845812042753855489,8279,28226
846042936437604353,2729,15442
846153765933735936,8617,30486
846514051647705089,10989,43007
846874817362120707,3736,19378
847116187444137987,3037,20730
847157206088847362,5569,19141
847251039262605312,4117,19773
847606175596138505,3261,18108
847842811428974592,1255,5226
847962785489326080,4823,22672
847971574464610304,419,0
848212111729840128,2872,15713
848324959059550208,4392,23809
848690551926992896,4105,24263
849051919805034497,8017,40713
849336543269576704,1792,10981
849412302885593088,2981,15259
849776966551130114,7184,29178
850019790995546112,4610,19609
850145622816686080,3588,15668
850380195714523136,2458,12590
850753642995093505,8570,29468
851224888060895234,5445,19838
851464819735769094,6685,23231
851591660324737024,3275,15589
851861385021730816,19,0
852189679701164033,1500,10988
852226086759018497,6465,19131
852311364735569921,9359,31655
852553447878664193,3269,15538
852672615818899456,2036,14250
852912242202992640,1693,8604
853299958564483072,3336,14774
853639147608842240,9380,32999
853760880890318849,5411,27221
854010172552949760,2949,15472
854120357044912130,6971,30415
854365224396361728,4384,17965
854482394044301312,6380,27744
854732716440526848,5670,21585
855459453768019968,7677,28224
855851453814013952,16859,43443
856282028240666624,5839,26245
856526610513747968,1749,11232
856543823941562368,2679,15472
857029823797047296,3682,17769
857263160327368704,4184,18941
857393404942143489,1519,5550
857746408056729600,9827,32211
857989990357356544,2386,15140
858107933456039936,2662,14820
858471635011153920,4493,20286
858843525470990336,3193,14671
859074603037188101,12554,31696
859196978902773760,27691,84205
859607811541651456,1418,17492
859851578198683649,3235,14498
859924526012018688,3773,18398
860184849394610176,5376,15620
860276583193509888,3226,17241
860524505164394496,4838,22136
860563773140209665,1955,7004
860924035999428608,722,0
861005113778896900,3491,15610
861288531465048066,3786,16041
861383897657036800,9782,33712
862096992088072192,21080,69145
862457590147678208,4475,19033
862722525377298433,3230,15978
862831371563274240,4688,17900
863062471531167744,2200,7852
863079547188785154,1009,8178
863432100342583297,4768,22162
863553081350529029,3805,14226
863907417377173506,3765,19217
864197398364647424,7999,27862
864279568663928832,2722,13592
864873206498414592,7880,30010
865006731092295680,7017,26086
865359393868664832,4531,24609
865718153858494464,5096,23898
866334964761202691,12863,48565
866450705531457537,31879,113444
866686824827068416,3122,17856
867051520902168576,7115,29875
867072653475098625,108,0
867421006826221569,2244,14912
867774946302451713,6601,31518
867900495410671616,3772,22465
868552278524837888,1854,9331
868622495443632128,4743,24631
868880397819494401,12936,60426
869227993411051520,3376,18901
869596645499047938,2784,14783
869702957897576449,5647,26078
869772420881756160,9112,39420
870063196459192321,7449,33739
870308999962521604,3715,20282
870374049280663552,23850,76862
870656317836468226,2335,11358
870804317367881728,5535,31039
871032628920680449,3400,20993
871515927908634625,3106,18616
871762521631449091,3102,18634
871879754684805121,9740,34531
872122724285648897,7223,31523
872486979161796608,8089,37534
872620804844003328,3237,19090
872820683541237760,3306,13578
872967104147763200,4803,25065
873213775632977920,1403,6588
873580283840344065,3500,22284
874012996292530176,9056,31384
874057562936811520,3537,20911
874296783580663808,3664,23948
874680097055178752,4104,25571
875021211251597312,4178,23452
875144289856114688,4345,20143
875747767867523072,3773,23055
876120275196170240,4121,25713
876484053909872640,2088,17251
876838120628539392,2945,18990
877201837425926144,4912,24868
877316821321428993,4602,25170
877556246731214848,3363,20817
877611172832227328,70,0
877736472329191424,16716,72485
878057613040115712,6011,38614
878281511006478336,1126,7074
878776093423087618,3617,17753
879008229531029506,2361,17422
879050749262655488,4150,20645
879376492567855104,2761,15432
879415818425184262,39394,96753
879492040517615616,2792,21510
879862464715927552,3070,20481
880095782870896641,3835,25279
880221127280381952,3660,24644
880465832366813184,5477,26038
880872448815771648,3370,19491
880935762899988482,2464,15657
881268444196462592,4677,21300
881536004380872706,14117,45260
881666595344535552,9408,46332
881906580714921986,2997,22290
882045870035918850,4283,26804
882268110199369728,10213,40963
882627270321602560,5342,25644
882762694511734784,4296,25823
882992080364220416,3412,21844
883117836046086144,5848,33909
883360690899218434,3240,20745
883482846933004288,8695,41895
883838122936631299,3012,19992
884162670584377345,2636,18677
884441805382717440,5021,24805
884562892145688576,4135,22239
884876753390489601,4917,25424
884925521741709313,15895,70289
885167619883638784,3848,20009
885311592912609280,16285,0
885528943205470208,5626,32861
885984800019947520,5913,29791
886258384151887873,5568,25584
886366144734445568,2787,19315
886680336477933568,3942,20579
886736880519319552,2800,10921
886983233522544640,6723,31790
887101392804085760,5255,28043
887343217045368832,9272,30799
887473957103951883,15827,62755
887517139158093824,10364,42412
887705289381826560,4756,27705
888078434458587136,3052,19925
888554962724278272,3045,18027
888804989199671297,3724,23378
888917238123831296,3942,26633
889278841981685760,4689,23021
889531135344209921,1988,13893
889638837579907072,3939,24665
889665388333682689,8808,43862
889880896479866881,4385,25562
890006608113172480,6456,28087
890240255349198849,6432,29124
890609185150312448,3794,25535
890729181411237888,16617,59329
890971913173991426,1779,10792
891087950875897856,2744,18549
891327558926688256,8189,36787
891689557279858688,7607,38514
891815181378084864,3647,22933
892177421306343426,5525,30495
892420643555336193,7430,35231
